,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,engine-type,num-of-cylinders,fuel-system,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,engine-type,num-of-cylinders,fuel-system,lnprice
52,110.0,197.0,70.9,56.3,3505,209,3.62,3.39,8.0,182.0,5400.0,15,20,bmw,gas,std,four,sedan,rwd,front,ohc,cinco-seis,mpfi,1.8154614068805282,1.7925142351402321,2.402709539327554,0.940292938533508,1.9017819850800508,2.065911600625162,0.821366021608345,0.453747879664667,-0.5116817089795584,2.0686279790636473,0.4667857944556581,-1.549147438498112,-1.448692691774853,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,5.0,10.51542467767053
53,88.4,141.1,60.3,53.2,1488,61,2.91,3.03,9.5,48.0,5100.0,47,53,chevrolet,gas,std,two,hatchback,fwd,front,l,cuatro-o-menos,2bbl,-1.6833125004277907,-2.5609988586234804,-2.4681909850563115,-0.27551857740137653,-2.0852714418758778,-1.540929394912108,-1.3904034171094464,-0.6250583064395483,-0.14195465018496756,-1.4091845467707873,-0.13246848842015987,2.8573163865631845,3.0935266743600787,3.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,8.546946149565585
54,94.5,155.9,63.6,52.0,1874,90,3.03,3.11,9.6,70.0,5400.0,38,43,chevrolet,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,2bbl,-0.6952328321601643,-1.4083692738702964,-0.9517785576537867,-0.7461552932471402,-1.3222557637375594,-0.8341835241649402,-1.016583230283905,-0.38532359841638936,-0.11730617959866158,-0.8382004007382682,0.4667857944556581,1.6179984357646948,1.7170965634100992,3.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,8.747510946478448
55,94.5,158.8,63.6,52.0,1909,90,3.03,3.11,9.6,70.0,5400.0,38,43,chevrolet,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,2bbl,-0.6952328321601643,-1.1825161795605506,-0.9517785576537867,-0.7461552932471402,-1.2530704043208725,-0.8341835241649402,-1.016583230283905,-0.38532359841638936,-0.11730617959866158,-0.8382004007382682,0.4667857944556581,1.6179984357646948,1.7170965634100992,3.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,8.791029857045965
56,93.7,157.3,63.8,50.8,1876,90,2.97,3.23,9.41,68.0,5500.0,37,41,dodge,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,2bbl,-0.8248170509493609,-1.2993367455828326,-0.8598747741748479,-1.216792009092904,-1.3183023146280344,-0.8341835241649402,-1.2034933236966752,-0.025721536381650905,-0.16413827371264297,-0.8901080503775881,0.6665372220809308,1.4802964412315294,1.4418105412201034,4.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,8.625509334899697
57,93.7,157.3,63.8,50.8,1876,90,2.97,3.23,9.4,68.0,5500.0,31,38,dodge,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,2bbl,-0.8248170509493609,-1.2993367455828326,-0.8598747741748479,-1.216792009092904,-1.3183023146280344,-0.8341835241649402,-1.2034933236966752,-0.025721536381650905,-0.16660312077127354,-0.8901080503775881,0.6665372220809308,0.6540844740325362,1.0288815079351097,4.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,8.760453046315272
58,93.7,157.3,63.8,50.8,2128,98,3.03,3.39,7.6,102.0,5500.0,24,30,dodge,gas,turbo,two,hatchback,fwd,front,ohc,cuatro-o-menos,mpfi,-0.8248170509493609,-1.2993367455828326,-0.8598747741748479,-1.216792009092904,-0.8201677268278886,-0.6392191460277905,-1.016583230283905,0.453747879664667,-0.6102755913247828,-0.0076780065091494295,0.6665372220809308,-0.30982948769962243,-0.07226258082487372,4.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,5.0,8.981807323377534
59,93.7,157.3,63.8,50.6,1967,90,2.97,3.23,9.4,68.0,5500.0,31,38,dodge,gas,std,four,hatchback,fwd,front,ohc,cuatro-o-menos,2bbl,-0.8248170509493609,-1.2993367455828326,-0.8598747741748479,-1.2952314617338627,-1.1384203801446484,-0.8341835241649402,-1.2034933236966752,-0.025721536381650905,-0.16660312077127354,-0.8901080503775881,0.6665372220809308,0.6540844740325362,1.0288815079351097,4.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,8.736971085254146
60,93.7,157.3,63.8,50.6,1989,90,2.97,3.23,9.4,68.0,5500.0,31,38,dodge,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,2bbl,-0.8248170509493609,-1.2993367455828326,-0.8598747741748479,-1.2952314617338627,-1.0949324399398739,-0.8341835241649402,-1.2034933236966752,-0.025721536381650905,-0.16660312077127354,-0.8901080503775881,0.6665372220809308,0.6540844740325362,1.0288815079351097,4.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,8.808668062106715
61,93.7,157.3,63.8,50.6,1989,90,2.97,3.23,9.4,68.0,5500.0,31,38,dodge,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,2bbl,-0.8248170509493609,-1.2993367455828326,-0.8598747741748479,-1.2952314617338627,-1.0949324399398739,-0.8341835241649402,-1.2034933236966752,-0.025721536381650905,-0.16660312077127354,-0.8901080503775881,0.6665372220809308,0.6540844740325362,1.0288815079351097,4.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,8.937087036176523
62,93.7,157.3,63.8,50.6,2191,98,3.03,3.39,7.6,102.0,5500.0,24,30,dodge,gas,turbo,,sedan,fwd,front,ohc,cuatro-o-menos,mpfi,-0.8248170509493609,-1.2993367455828326,-0.8598747741748479,-1.2952314617338627,-0.6956340798778522,-0.6392191460277905,-1.016583230283905,0.453747879664667,-0.6102755913247828,-0.0076780065091494295,0.6665372220809308,-0.30982948769962243,-0.07226258082487372,4.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,5.0,9.054621796976763
63,103.3,174.6,64.6,59.8,2535,122,3.34,3.46,8.5,88.0,5000.0,24,30,dodge,gas,std,four,wagon,fwd,front,ohc,cuatro-o-menos,2bbl,0.7301935745210025,0.04799378254081929,-0.49225964025908603,2.3129833597503158,-0.015640833039557968,-0.05432601161634132,-0.05088108098458762,0.6635157491849305,-0.3884393560480282,-0.37103155398438886,-0.3322199160454325,-0.30982948769962243,-0.07226258082487372,4.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,9.096163326913784
64,95.9,173.2,66.3,50.2,2811,156,3.6,3.9,7.0,145.0,5000.0,19,24,dodge,gas,turbo,two,hatchback,fwd,front,ohc,cuatro-o-menos,mfi,-0.4684604492790686,-0.061038745746644425,0.288922519311912,-1.452110367015783,0.5299351440748874,0.774272595466545,0.7590626571374213,1.9820566433123035,-0.7581664148426192,1.108336460736229,-0.3322199160454325,-0.9983394603654501,-0.8981206473948613,4.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,4.0,9.469931564261438
65,86.6,144.6,63.9,50.8,1713,92,2.91,3.41,9.6,58.0,4800.0,49,54,honda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,1bbl,-1.974876992703486,-2.2884175379048224,-0.8139228824353768,-1.216792009092904,-1.6405084170543192,-0.7854424296306528,-1.3904034171094464,0.5136815566704568,-0.11730617959866158,-1.1496462985741878,-0.7317227712959778,3.1327203756295154,3.2311696854550767,5.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,8.776321456449958
66,86.6,144.6,63.9,50.8,1819,92,2.91,3.41,9.2,76.0,6000.0,31,38,honda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,1bbl,-1.974876992703486,-2.2884175379048224,-0.8139228824353768,-1.216792009092904,-1.430975614249496,-0.7854424296306528,-1.3904034171094464,0.5136815566704568,-0.21590006194388592,-0.6824774518203084,1.665294360207294,0.6540844740325362,1.0288815079351097,5.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,8.832733591996416
67,93.7,150.0,64.0,52.6,1837,79,2.91,3.07,10.1,60.0,5500.0,38,42,honda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,1bbl,-0.8248170509493609,-1.8678635002246062,-0.7679709906959058,-0.5108369353242584,-1.3953945722637713,-1.102259544103521,-1.3904034171094464,-0.5051909524279689,0.005936173332868741,-1.0977386489348677,0.6665372220809308,1.6179984357646948,1.5794535523151014,5.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,8.593969030218288
68,93.7,150.0,64.0,52.6,1940,92,2.91,3.41,9.2,76.0,6000.0,30,34,honda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,1bbl,-0.8248170509493609,-1.8678635002246062,-0.7679709906959058,-0.5108369353242584,-1.1917919431232356,-0.7854424296306528,-1.3904034171094464,0.5136815566704568,-0.21590006194388592,-0.6824774518203084,1.665294360207294,0.5163824794993707,0.478309463555118,5.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,8.784009071186633
69,93.7,150.0,64.0,52.6,1956,92,2.91,3.41,9.2,76.0,6000.0,30,34,honda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,1bbl,-0.8248170509493609,-1.8678635002246062,-0.7679709906959058,-0.5108369353242584,-1.1601643502470358,-0.7854424296306528,-1.3904034171094464,0.5136815566704568,-0.21590006194388592,-0.6824774518203084,1.665294360207294,0.5163824794993707,0.478309463555118,5.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,8.871926251117628
70,96.5,163.4,64.0,54.5,2010,92,2.91,3.41,9.2,76.0,6000.0,30,34,honda,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,1bbl,-0.37127228518717176,-0.824266443758886,-0.7679709906959058,0.23433786476486518,-1.0534212242898617,-0.7854424296306528,-1.3904034171094464,0.5136815566704568,-0.21590006194388592,-0.6824774518203084,1.665294360207294,0.5163824794993707,0.478309463555118,5.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,8.894944460956886
71,96.5,157.1,63.9,58.3,2024,92,2.92,3.41,9.2,76.0,6000.0,30,34,honda,gas,std,four,wagon,fwd,front,ohc,cuatro-o-menos,1bbl,-0.37127228518717176,-1.3149128210524716,-0.8139228824353768,1.7246874649431123,-1.025747080523187,-0.7854424296306528,-1.3592517348739852,0.5136815566704568,-0.21590006194388592,-0.6824774518203084,1.665294360207294,0.5163824794993707,0.478309463555118,5.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,8.894944460956886
72,96.5,167.5,65.2,53.3,2236,110,3.15,3.58,9.0,86.0,5800.0,27,33,honda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,1bbl,-0.37127228518717176,-0.5049568966313154,-0.2165482898222597,-0.23629885108089857,-0.6066814749135404,-0.3467725788220659,-0.6427630434583627,1.0231178112196688,-0.26519700311649785,-0.4229392036237088,1.2657915049567487,0.10327649589987414,0.34066645246012006,5.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,8.973984926689743
73,96.5,167.5,65.2,53.3,2289,110,3.15,3.58,9.0,86.0,5800.0,27,33,honda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,1bbl,-0.37127228518717176,-0.5049568966313154,-0.2165482898222597,-0.23629885108089857,-0.5019150735111289,-0.3467725788220659,-0.6427630434583627,1.0231178112196688,-0.26519700311649785,-0.4229392036237088,1.2657915049567487,0.10327649589987414,0.34066645246012006,5.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,9.115480090952223
74,96.5,175.4,65.2,54.1,2304,110,3.15,3.58,9.0,86.0,5800.0,27,33,honda,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,1bbl,-0.37127228518717176,0.11029808441937063,-0.2165482898222597,0.07745895948294486,-0.4722642051896916,-0.3467725788220659,-0.6427630434583627,1.0231178112196688,-0.26519700311649785,-0.4229392036237088,1.2657915049567487,0.10327649589987414,0.34066645246012006,5.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,9.087607606593886
75,96.5,175.4,62.5,54.1,2372,110,3.15,3.58,9.0,86.0,5800.0,27,33,honda,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,1bbl,-0.37127228518717176,0.11029808441937063,-1.4572493667879618,0.07745895948294486,-0.3378469354658427,-0.3467725788220659,-0.6427630434583627,1.0231178112196688,-0.26519700311649785,-0.4229392036237088,1.2657915049567487,0.10327649589987414,0.34066645246012006,5.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,9.23941361946189
76,96.5,175.4,65.2,54.1,2465,110,3.15,3.58,9.0,101.0,5800.0,24,28,honda,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,mpfi,-0.37127228518717176,0.11029808441937063,-0.2165482898222597,0.07745895948294486,-0.1540115518729318,-0.3467725788220659,-0.6427630434583627,1.0231178112196688,-0.26519700311649785,-0.03363183132880939,1.2657915049567487,-0.30982948769962243,-0.34754860301486956,5.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,5.0,9.468464892185638
77,96.5,169.1,66.0,51.0,2293,110,3.15,3.58,9.1,100.0,5500.0,25,31,honda,gas,std,two,sedan,fwd,front,ohc,cuatro-o-menos,2bbl,-0.37127228518717176,-0.380348292874215,0.15106684409350213,-1.1383525564519426,-0.4940081752920789,-0.3467725788220659,-0.6427630434583627,1.0231178112196688,-0.2405485325301919,-0.05958565614846935,0.6665372220809308,-0.1721274931664569,0.0653804302701242,5.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,9.244258590179644
78,94.3,170.7,61.8,53.5,2337,111,3.31,3.23,8.5,78.0,4800.0,24,29,isuzu,gas,std,four,sedan,rwd,front,ohc,cuatro-o-menos,2bbl,-0.7276288868574641,-0.25573968911711453,-1.7789126089642557,-0.15785939843993702,-0.4070322948825296,-0.3224020315549222,-0.14433612769097257,-0.025721536381650905,-0.3884393560480282,-0.6305698021809885,-0.7317227712959778,-0.30982948769962243,-0.20990559191987163,6.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,1.0,8.82246957226897
79,94.5,155.9,63.6,52.0,1874,90,3.03,3.11,9.6,70.0,5400.0,38,43,isuzu,gas,std,two,sedan,fwd,front,ohc,cuatro-o-menos,2bbl,-0.6952328321601643,-1.4083692738702964,-0.9517785576537867,-0.7461552932471402,-1.3222557637375594,-0.8341835241649402,-1.016583230283905,-0.38532359841638936,-0.11730617959866158,-0.8382004007382682,0.4667857944556581,1.6179984357646948,1.7170965634100992,6.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,
80,94.5,155.9,63.6,52.0,1909,90,3.03,3.11,9.6,70.0,5400.0,38,43,isuzu,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,2bbl,-0.6952328321601643,-1.4083692738702964,-0.9517785576537867,-0.7461552932471402,-1.2530704043208725,-0.8341835241649402,-1.016583230283905,-0.38532359841638936,-0.11730617959866158,-0.8382004007382682,0.4667857944556581,1.6179984357646948,1.7170965634100992,6.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,
81,96.0,172.6,65.2,51.4,2734,119,3.43,3.23,9.2,90.0,5000.0,24,29,isuzu,gas,std,two,hatchback,rwd,front,ohc,cuatro-o-menos,spfi,-0.45226242193041993,-0.1077669721555568,-0.2165482898222597,-0.9814736511700222,0.3777273533581762,-0.12743765341777247,0.22948405913456998,-0.025721536381650905,-0.21590006194388592,-0.31912390434506893,-0.3322199160454325,-0.30982948769962243,-0.20990559191987163,6.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,7.0,9.310004695089129
82,113.0,199.6,69.6,52.8,4066,258,3.63,4.17,8.1,176.0,4750.0,15,19,jaguar,gas,std,four,sedan,rwd,front,dohc,cinco-seis,mpfi,2.301402227340017,1.9950032162455207,1.8053349467144337,-0.43239748268329964,3.010724460301804,3.2600684167152036,0.8525177038438062,2.791161282890464,-0.4870332383932525,1.9129050301456876,-0.8315984851086141,-1.549147438498112,-1.5863357028698508,7.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,5.0,10.381273322223919
83,113.0,199.6,69.6,52.8,4066,258,3.63,4.17,8.1,176.0,4750.0,15,19,jaguar,gas,std,four,sedan,rwd,front,dohc,cinco-seis,mpfi,2.301402227340017,1.9950032162455207,1.8053349467144337,-0.43239748268329964,3.010724460301804,3.2600684167152036,0.8525177038438062,2.791161282890464,-0.4870332383932525,1.9129050301456876,-0.8315984851086141,-1.549147438498112,-1.5863357028698508,7.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,5.0,10.478695435231387
84,102.0,191.7,70.6,47.8,3950,280,3.54,2.76,11.5,262.0,5000.0,13,17,jaguar,gas,std,two,sedan,rwd,front,ohcv,ocho-doce,mpfi,0.5196192189885578,1.3797482351948345,2.2648538641091376,-2.3933837987073106,2.781424411949356,4.917265630880976,0.57215256372465,-1.4341629460177092,0.3510147615411537,4.144933964636444,-0.3322199160454325,-1.8245514275644432,-1.8616217250598468,7.0,1.0,0.0,1.0,3.0,2.0,0.0,5.0,5.0,5.0,10.491274217438248
85,93.1,159.1,64.2,54.1,1890,91,3.03,3.15,9.0,68.0,5000.0,30,31,mazda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,2bbl,-0.9220052150412601,-1.1591520663560955,-0.6760672072169637,0.07745895948294486,-1.2906281708613596,-0.8098129768977965,-1.016583230283905,-0.26545624440480986,-0.26519700311649785,-0.8901080503775881,-0.3322199160454325,0.5163824794993707,0.0653804302701242,8.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,8.555451903533328
86,93.1,159.1,64.2,54.1,1900,91,3.03,3.15,9.0,68.0,5000.0,31,38,mazda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,2bbl,-0.9220052150412601,-1.1591520663560955,-0.6760672072169637,0.07745895948294486,-1.2708609253137348,-0.8098129768977965,-1.016583230283905,-0.26545624440480986,-0.26519700311649785,-0.8901080503775881,-0.3322199160454325,0.6540844740325362,1.0288815079351097,8.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,8.715224041915372
87,93.1,159.1,64.2,54.1,1905,91,3.03,3.15,9.0,68.0,5000.0,31,38,mazda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,2bbl,-0.9220052150412601,-1.1591520663560955,-0.6760672072169637,0.07745895948294486,-1.2609773025399225,-0.8098129768977965,-1.016583230283905,-0.26545624440480986,-0.26519700311649785,-0.8901080503775881,-0.3322199160454325,0.6540844740325362,1.0288815079351097,8.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,8.823942326585245
88,93.1,166.8,64.2,54.1,1945,91,3.03,3.15,9.0,68.0,5000.0,31,38,mazda,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,2bbl,-0.9220052150412601,-0.5594731607750462,-0.6760672072169637,0.07745895948294486,-1.1819083203494232,-0.8098129768977965,-1.016583230283905,-0.26545624440480986,-0.26519700311649785,-0.8901080503775881,-0.3322199160454325,0.6540844740325362,1.0288815079351097,8.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,8.809116258125274
89,93.1,166.8,64.2,54.1,1950,91,3.08,3.15,9.0,68.0,5000.0,31,38,mazda,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,2bbl,-0.9220052150412601,-0.5594731607750462,-0.6760672072169637,0.07745895948294486,-1.1720246975756106,-0.8098129768977965,-0.8608248191065951,-0.26545624440480986,-0.26519700311649785,-0.8901080503775881,-0.3322199160454325,0.6540844740325362,1.0288815079351097,8.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,8.9085593751449
90,95.3,169.0,65.7,49.6,2380,70,,,9.4,101.0,6000.0,17,23,mazda,gas,std,two,hatchback,rwd,front,rotor,cuatro-o-menos,4bbl,-0.5656486133709677,-0.38813633060903335,0.013211168875092253,-1.687428724938665,-0.3220331390277429,-1.3215944695078146,-0.14433612769097257,-0.025721536381650905,-0.16660312077127354,-0.03363183132880939,1.665294360207294,-1.273743449431781,-1.035763658489859,8.0,1.0,0.0,1.0,2.0,2.0,0.0,6.0,6.0,2.0,9.300638009956963
91,95.3,169.0,65.7,49.6,2380,70,,,9.4,101.0,6000.0,17,23,mazda,gas,std,two,hatchback,rwd,front,rotor,cuatro-o-menos,4bbl,-0.5656486133709677,-0.38813633060903335,0.013211168875092253,-1.687428724938665,-0.3220331390277429,-1.3215944695078146,-0.14433612769097257,-0.025721536381650905,-0.16660312077127354,-0.03363183132880939,1.665294360207294,-1.273743449431781,-1.035763658489859,8.0,1.0,0.0,1.0,2.0,2.0,0.0,6.0,6.0,2.0,9.379661116592885
92,95.3,169.0,65.7,49.6,2385,70,,,9.4,101.0,6000.0,17,23,mazda,gas,std,two,hatchback,rwd,front,rotor,cuatro-o-menos,4bbl,-0.5656486133709677,-0.38813633060903335,0.013211168875092253,-1.687428724938665,-0.31214951625393045,-1.3215944695078146,-0.14433612769097257,-0.025721536381650905,-0.16660312077127354,-0.03363183132880939,1.665294360207294,-1.273743449431781,-1.035763658489859,8.0,1.0,0.0,1.0,2.0,2.0,0.0,6.0,6.0,2.0,9.521128433142438
93,95.3,169.0,65.7,49.6,2500,80,,,9.4,135.0,6000.0,16,23,mazda,gas,std,two,hatchback,rwd,front,rotor,cuatro-o-menos,mpfi,-0.5656486133709677,-0.38813633060903335,0.013211168875092253,-1.687428724938665,-0.08482619245624488,-1.0778889968363774,-0.14433612769097257,-0.025721536381650905,-0.16660312077127354,0.8487982125396293,1.665294360207294,-1.4114454439649466,-1.035763658489859,8.0,1.0,0.0,1.0,2.0,2.0,0.0,6.0,6.0,5.0,9.657906656102982
94,98.8,177.8,66.5,53.7,2385,122,3.39,3.39,8.6,84.0,4800.0,26,32,mazda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,2bbl,0.0012823438317692312,0.2972109900550224,0.3808263027908541,-0.07941994579897545,-0.31214951625393045,-0.05432601161634132,0.10487733019272247,0.453747879664667,-0.3637908854617222,-0.4748468532630287,-0.7317227712959778,-0.034425498633291376,0.20302344136512213,8.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,9.087607606593886
95,98.8,177.8,66.5,55.5,2410,122,3.39,3.39,8.6,84.0,4800.0,26,32,mazda,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,2bbl,0.0012823438317692312,0.2972109900550224,0.3808263027908541,0.6265351279696674,-0.26273140238486836,-0.05432601161634132,0.10487733019272247,0.453747879664667,-0.3637908854617222,-0.4748468532630287,-0.7317227712959778,-0.034425498633291376,0.20302344136512213,8.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,9.047233034106032
96,98.8,177.8,66.5,53.7,2385,122,3.39,3.39,8.6,84.0,4800.0,26,32,mazda,gas,std,two,hatchback,fwd,front,ohc,cuatro-o-menos,2bbl,0.0012823438317692312,0.2972109900550224,0.3808263027908541,-0.07941994579897545,-0.31214951625393045,-0.05432601161634132,0.10487733019272247,0.453747879664667,-0.3637908854617222,-0.4748468532630287,-0.7317227712959778,-0.034425498633291376,0.20302344136512213,8.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,9.2681374707024
97,98.8,177.8,66.5,55.5,2410,122,3.39,3.39,8.6,84.0,4800.0,26,32,mazda,gas,std,four,sedan,fwd,front,ohc,cuatro-o-menos,2bbl,0.0012823438317692312,0.2972109900550224,0.3808263027908541,0.6265351279696674,-0.26273140238486836,-0.05432601161634132,0.10487733019272247,0.453747879664667,-0.3637908854617222,-0.4748468532630287,-0.7317227712959778,-0.034425498633291376,0.20302344136512213,8.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,9.234545060673
98,98.8,177.8,66.5,55.5,2443,122,3.39,3.39,22.7,64.0,4650.0,36,42,mazda,diesel,std,,sedan,fwd,front,ohc,cuatro-o-menos,idi,0.0012823438317692312,0.2972109900550224,0.3808263027908541,0.6265351279696674,-0.19749949207770642,-0.05432601161634132,0.10487733019272247,0.453747879664667,3.1116434672074327,-0.993923349656228,-1.0313499127338868,1.342594446698364,1.5794535523151014,8.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,3.0,9.286838342948908
99,98.8,177.8,66.5,55.5,2425,122,3.39,3.39,8.6,84.0,4800.0,26,32,mazda,gas,std,four,hatchback,fwd,front,ohc,cuatro-o-menos,2bbl,0.0012823438317692312,0.2972109900550224,0.3808263027908541,0.6265351279696674,-0.23308053406343113,-0.05432601161634132,0.10487733019272247,0.453747879664667,-0.3637908854617222,-0.4748468532630287,-0.7317227712959778,-0.034425498633291376,0.20302344136512213,8.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,9.327678864393416
100,104.9,175.0,66.1,54.4,2670,140,3.76,3.16,8.0,120.0,5000.0,19,27,mazda,gas,std,four,sedan,rwd,front,ohc,cuatro-o-menos,mpfi,0.989362012099398,0.07914593348009495,0.19701873583296992,0.19511813844438441,0.25121698185337726,0.3843438391922456,1.25748957290481,-0.23548940590191433,-0.5116817089795584,0.45949084024472986,-0.3322199160454325,-0.9983394603654501,-0.4851916141098675,8.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,5.0,9.813562845008141
101,104.9,175.0,66.1,54.4,2700,134,3.43,3.64,22.0,72.0,4200.0,31,39,mazda,diesel,std,four,sedan,rwd,front,ohc,cuatro-o-menos,idi,0.989362012099398,0.07914593348009495,0.19701873583296992,0.19511813844438441,0.3105187184962518,0.23812055558938328,0.22948405913456998,1.202918842237038,2.9391041731032903,-0.7862927510989483,-1.9302313370476138,0.6540844740325362,1.1665245190301077,8.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,3.0,9.81705782453774
102,110.0,190.9,70.3,56.5,3515,183,3.58,3.64,21.5,123.0,4350.0,22,25,mercedes-benz,diesel,turbo,four,sedan,rwd,front,ohc,cinco-seis,idi,1.8154614068805282,1.3174439333162855,2.126998188890728,1.0187323911744695,1.9215492306276756,1.4322773716794253,0.6967592926664975,1.202918842237038,2.81586182017176,0.5373523147037097,-1.6306041956097048,-0.5852334767659535,-0.7604776362998633,9.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,1.0,3.0,10.148470870454794
103,110.0,190.9,70.3,58.7,3750,183,3.58,3.64,21.5,123.0,4350.0,22,25,mercedes-benz,diesel,turbo,four,wagon,rwd,front,ohc,cinco-seis,idi,1.8154614068805282,1.3174439333162855,2.126998188890728,1.8815663702250356,2.386079500996859,1.4322773716794253,0.6967592926664975,1.202918842237038,2.81586182017176,0.5373523147037097,-1.6306041956097048,-0.5852334767659535,-0.7604776362998633,9.0,0.0,1.0,0.0,4.0,2.0,0.0,3.0,1.0,3.0,10.248777937608223
104,106.7,187.5,70.3,54.9,3495,183,3.58,3.64,21.5,123.0,4350.0,22,25,mercedes-benz,diesel,turbo,two,hardtop,rwd,front,ohc,cinco-seis,idi,1.2809265043750908,1.0526506503324455,2.126998188890728,0.3912167700467855,1.882014739532426,1.4322773716794253,0.6967592926664975,1.202918842237038,2.81586182017176,0.5373523147037097,-1.6306041956097048,-0.5852334767659535,-0.7604776362998633,9.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,10.246225830735987
